chunk,feature,importance_gain,importance_split
1,f105_past_payment_35m_sum,94.43253993988037,8
1,f105_past_payment_36m_sum,148.1794309616089,14
1,f105_past_payment_36m_min,28.615320205688477,3
1,f105_past_payment_36m_mean,83.23761034011841,7
1,f105_past_payment_37m_sum,12.92590045928955,1
1,f105_past_payment_39m_mean,32.70720958709717,3
1,f105_past_payment_39m_sum,40.84132957458496,4
1,f105_past_payment_39m_min,34.84840965270996,2
1,f105_past_payment_36m_max,170.23183059692383,14
1,f105_past_payment_38m_sum,0.0,0
1,f105_past_payment_38m_max,43.14133930206299,4
1,f105_past_payment_38m_mean,34.11849880218506,2
1,f105_past_payment_38m_min,7.809030055999756,1
1,f105_past_payment_40m_mean,25.749199867248535,2
1,f105_past_payment_39m_max,28.918910026550293,3
1,f105_past_payment_41m_min,24.02542018890381,2
1,f105_past_payment_41m_mean,0.0,0
1,f105_past_payment_41m_max,10.318499565124512,1
1,f105_past_payment_41m_sum,0.0,0
1,f105_past_payment_40m_sum,0.0,0
1,f105_past_payment_43m_sum,0.0,0
1,f105_past_payment_42m_min,30.26550006866455,2
1,f105_past_payment_40m_max,9.367349624633789,1
1,f105_past_payment_42m_max,0.0,0
1,f105_past_payment_40m_min,0.0,0
1,f105_past_payment_42m_mean,10.30049991607666,1
1,f105_past_payment_42m_sum,0.0,0
1,f105_past_payment_3m_min,1862.178189277649,138
1,f105_past_payment_46m_sum,8.065799713134766,1
1,f105_past_payment_49m_mean,0.0,0
1,f105_past_payment_44m_sum,0.0,0
1,f105_past_payment_45m_sum,8.959540367126465,1
1,f105_past_payment_48m_sum,29.811630725860596,3
1,f105_past_payment_49m_max,0.0,0
1,f105_past_payment_50m_mean,0.0,0
1,f105_past_payment_47m_sum,10.01609992980957,1
1,f105_past_payment_50m_sum,0.0,0
1,f105_past_payment_50m_min,0.0,0
1,f105_past_payment_50m_max,0.0,0
1,f105_past_payment_49m_min,0.0,0
1,f105_past_payment_49m_sum,0.0,0
1,f105_past_payment_53m_max,0.0,0
1,f105_past_payment_51m_sum,0.0,0
1,f105_past_payment_4m_min,2613.4568376541138,192
1,f105_past_payment_52m_sum,0.0,0
1,f105_past_payment_51m_max,0.0,0
1,f105_past_payment_52m_max,0.0,0
1,f105_past_payment_51m_min,0.0,0
1,f105_past_payment_51m_mean,0.0,0
1,f105_past_payment_53m_mean,0.0,0
1,f105_past_payment_54m_sum,0.0,0
1,f105_past_payment_52m_mean,0.0,0
1,f105_past_payment_52m_min,0.0,0
1,f105_past_payment_54m_min,0.0,0
1,f105_past_payment_54m_max,0.0,0
1,f105_past_payment_53m_min,0.0,0
1,f105_past_payment_54m_mean,0.0,0
1,f105_past_payment_55m_sum,0.0,0
1,f105_past_payment_53m_sum,0.0,0
1,f105_past_payment_56m_sum,0.0,0
1,f105_past_payment_56m_max,0.0,0
1,f105_past_payment_57m_sum,0.0,0
1,f105_past_payment_58m_mean,0.0,0
1,f105_past_payment_58m_max,0.0,0
1,f105_past_payment_57m_min,0.0,0
1,f105_past_payment_57m_max,0.0,0
1,f105_past_payment_56m_mean,0.0,0
1,f105_past_payment_57m_mean,0.0,0
1,f105_past_payment_58m_sum,0.0,0
1,f105_past_payment_59m_sum,0.0,0
1,f105_past_payment_59m_mean,0.0,0
1,f105_past_payment_58m_min,0.0,0
1,f105_past_payment_56m_min,0.0,0
1,f105_past_payment_59m_max,0.0,0
1,f105_past_payment_61m_sum,0.0,0
1,f105_past_payment_59m_min,0.0,0
1,f105_past_payment_60m_sum,0.0,0
1,f105_past_payment_60m_min,0.0,0
1,f105_past_payment_5m_min,4249.773950099945,315
1,f105_past_payment_66m_sum,0.0,0
1,f105_past_payment_60m_max,0.0,0
1,f105_past_payment_63m_sum,0.0,0
1,f105_past_payment_65m_sum,0.0,0
1,f105_past_payment_62m_sum,0.0,0
1,f105_past_payment_64m_sum,0.0,0
1,f105_past_payment_60m_mean,0.0,0
1,f105_past_payment_70m_sum,0.0,0
1,f105_past_payment_69m_sum,0.0,0
1,f105_past_payment_67m_sum,0.0,0
1,f105_past_payment_68m_sum,0.0,0
1,f105_past_payment_71m_sum,0.0,0
1,f105_past_payment_72m_sum,0.0,0
1,f105_prev_future_payment_max-d-income,1220.0042085647583,92
1,f105_prev_future_payment_max,340.79324293136597,28
1,f105_prev_future_payment_max-d-credit,1130.9359760284424,87
1,f105_prev_future_payment_max-d-annuity,380.57734966278076,26
1,f105_prevapp_future_payment_10m,1885.3935542106628,121
1,f105_prevapp_future_payment_11m,3508.354483604431,192
1,f105_prevapp_future_payment_1vs3,635.8669900894165,53
1,f105_prevapp_future_payment_1vs2,801.0749845504761,64
1,f105_prevapp_future_payment_19m,2396.494520187378,168
1,f105_prevapp_future_payment_14m,1904.040297985077,130
1,f105_prevapp_future_payment_15m,2191.0477027893066,149
